experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	medications or other interventions	fail	fail	Plur	fail	acl:relcl	Trabeculectomy is the most common type of glaucoma surgery for advanced glaucoma where medications or other interventions fail and where getting pressures even lower are desirable to preserve the optic nerve.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a writer or intellectual	is	be	Sing	himself	cop	I think a writer or intellectual is never as much himself as when he tries to bear witness to what the world has organised itself to ignore.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your aging parents	are	be	Sing	do	aux	What are you or your aging parents doing that’s breaking the mold of what growing old looks like?	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	who or what	is	be	Sing	fault	cop	As for who or what is at fault for this current situation, pointing to Bashar al-Assad and his autocratic regime may seem as the politically correct answer to most Americans, and thus justify US’ role in the world as a “benign and orderly empire.”	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your organisation	have	have	Sing	receive	aux	If you or your organisation have received National Lottery funding in 2016 or 2017 through any of these government organisations, you are eligible to apply.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	My boss or job	has	have	Sing	have	root	"My boss or job has me working so much I don't have time to exercise"	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	whatever pebbles or broken walls	present	present	Plur	present	advcl	You tie again and again, and some days the knot is uneven as old cobblestones and other days smooth as rail and either way you’re free to strut or stumble on whatever pebbles or broken walls present themselves.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	either or both of the GSM - R or signalling systems	fail	fail	Plur	fail	advcl	If either or both of the GSM-R or signalling systems fail, the train control system is compromised and it cannot operate.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	eliminate	aux	If possible, take your pet for a short walk to make sure he or she has eliminated just before you bring him or her in for the appointment.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	recovers	recover	Sing	recover	advcl	Dr. Kerolos will prescribe a course of pain management medications for you to give your pet for a few days as he or she recovers so that your pet can stay as comfortable as possible and get the rest he or she needs.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	Dr. Kerolos will prescribe a course of pain management medications for you to give your pet for a few days as he or she recovers so that your pet can stay as comfortable as possible and get the rest he or she needs.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your GPS or phone	operates	operate	Sing	operate	advcl:relcl	If you geocache, prepare with "Pocket query searches", make geocaching "Lists," find the types and difficulty terrain caches you enjoy, and be familiar with how your GPS or phone operates while caching, and you will have a great trip too!	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the air conditioner or heater	is	be	Sing	run	aux	This will prevent air from escaping your office when the air conditioner or heater is running, which can be especially important for offices located in regions of the country that experience extreme temperatures.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	heat or air	does	do	Sing	escape	aux	You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Lopapeysa or Icelandic jumper	is	be	Sing	style	cop	Lopapeysa or Icelandic jumper is an Icelandic style of jumper originating around or before the 1950's.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	all mystery or novelty	has	have	Sing	dry	aux	As the tests go on, however, Cave reflects that life is rapidly becoming tedious in the face of his massive intellect — all mystery or novelty has dried up.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	another item or business thought	rings	ring	Sing	ring	acl	The essential inquiry when another item or business thought rings a bell is, “Is this value seeking after?”	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Baryte or barite ( Ba S O 4 )	is	be	Sing	mineral	cop	Baryte - Wikipedia Baryte or barite (Ba S O 4) is a mineral consisting of barium sulfate.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Treasurer ( or CFO , as the name has been changed to according to the By - Laws )	is	be	Sing	member	cop	Premise: If the Treasurer (or CFO, as the name has been changed to according to the By-Laws) is not an advisory member of the Board of Directors, then the Board must create the position of and hire a full-time Auditor to provide up-to-date, independent information regarding the financial state of the Synod.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	trained and authorized trainers or participants of military command	own	own	Plur	own	root	trained and authorized trainers or participants of military command now own a spot to breathe trained extra from others in the box and create more desirable programming for his or her crew and themselves.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Personal Pronoun	Sing	Not Personal Pronoun	someone ( or something — in this case , your wallet )	holds	hold	Sing	hold	advcl	You’re less likely to bail on your workout when someone (or something — in this case, your wallet) holds you accountable, and a trainer can give you that extra propel out the door when you're trying to determine whether or not to attain your morning workout.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	option	cop	Even if a trainer has credentials up the wazoo, it doesn’t necessarily signify he or she is the best option for you and your goals.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Descriptions of , or references to , products , services or publications within the Website	do	do	Plur	constitute	aux	Descriptions of, or references to, products, services or publications within the Website do not constitute or imply their endorsement or recommendation in any way by the HSA.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your brand	Do	do	Sing	need	aux	Do you or your brand need some fresh and innovative branding of a new product?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Model number or manufacture	is	be	Sing	what	cop	I also just got their add with a coupon for 20% off any one Item.... do you know what the Model number or manufacture is?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The 2019 job practice , or exam content outline ,	introduces	introduce	Sing	introduce	root	The 2019 job practice, or exam content outline, introduces subdomains to better organize task and knowledge statements within the broader domains.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Transfer RNAs , or tRNAs ,	are	be	Plur	worker	cop	Transfer RNAs, or tRNAs, are the assembly line workers of protein building.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	These piwi - interacting RNAs , or piRNAs ( pronounced “ pie RNAs ” ) ,	help	help	Plur	help	root	These piwi-interacting RNAs, or piRNAs (pronounced “pie RNAs”), help keep transposons from jumping around.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	takes	take	Sing	take	advcl	Either that, or show me a candidate who’s so worried about those overseas threats that he or she takes up arms (I mean literally) in the trenches against the enemy, and I’ll show you a candidate who at least is not a hypocrite.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your employer or another company	is	be	Sing	pay	aux	Do you want to pay from a bank outside of SEPA (the Single Euro Payments Area) or is your employer or another company paying your tuition?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the office or the accountant in this case ,	bases	base	Sing	base	advcl	There is also a misplaced understanding from the accountant in that his view as to why the client, who seems to be very disappointed at the situation, has to lack services when the office or the accountant in this case, bases claims on computer systems.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Temporomandibular joint disorder , or TMD ,	causes	cause	Sing	cause	root	By practising neurologist Dr Revel casino cost Forbes MD(Hons) Temporomandibular joint disorder, or TMD, causes jaw pain that may be fungsi slot ata for recurring tension headaches according to a recent study of TMJ symptoms.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the US DHS or customs	prefer	prefer	Plur	prefer	acl:relcl	Can anyone advise me if there are baggage lochs that the US DHS or customs prefer and if so, how can I get some?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	True	Sing	Not Pronoun	Sing	Not Pronoun	Neither passage or author	talks	talk	Sing	talk	root	Neither passage or author talks the past versus the present.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	makes	make	Sing	make	conj	In the future one among her staff recommended she begins promoting her merchandise on Instagram and he or she joined with no information of how Instagram works; now she has over 6,800 followers (which might be quantity), and he or she makes between 30 – 40 gross sales per day she get paid for instagram posts.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any re-scheduling or cancellation after that time	generates	generate	Sing	generate	root	Any re-scheduling or cancellation after that time generates a cancellation fee of $50.00.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A loss or decrease in wages	exists	exist	Sing	exist	root	A loss or decrease in wages exists.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	8:37 a.m. or so	arrives	arrive	Sing	arrive	root	8:37 a.m. or so arrives.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the price or benefits	sound	sound	Plur	sound	advcl	If the price or benefits sound too good to be true –you know it likely will be.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	sexual function or erectile dysfunction problems	improve	improve	Plur	improve	ccomp	A yearlong trial therapy would be needed to see if sexual function or erectile dysfunction problems improve.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this modern compulsion of constantly checking your phone for no reason or the feeling of anxiety or restlessness at the thought of being without your phone	are	be	Plur	sign	cop	While this behavior, according to WebMD, may not be called an addiction just yet, experts do believe that this modern compulsion of constantly checking your phone for no reason or the feeling of anxiety or restlessness at the thought of being without your phone are early warning signs towards one.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	regulators or consumers	force	force	Plur	force	advcl	They sent a letter to the smartphone maker earlier this month, urging the company to help find solutions to questions like what is optimal usage and to be at the forefront of the industry’s response – perhaps before regulators or consumers potentially force it to act.	c4-train.00001-of-01024_parsed_xad.conllu
